section,2014,2024
"Βιομηχανικά είδη, ταξινομημένα κυρίως κατά πρώτη ύλη",3781668290.0,7618350673.0
Διάφορα βιομηχανικά είδη,1793854582.0,3679125080.0
"Είδη και συναλλαγές, μη ταξινομημένα κατά κατηγορίες",576030719.0,142608668.0
Λάδια και λίπη ζωικής ή φυτικής προέλευσης,323170136.0,1097364065.0
Μηχανήματα και υλικό μεταφορών,2253974609.0,4927539795.0
"Ορυκτά, καύσιμα, λιπαντικά κλπ.",10257182971.0,14909662383.0
Ποτά και καπνός,593209943.0,1390094628.0
"Πρώτες ύλες μη εδώδιμες, εκτός από καύσιμα",1036194795.0,1774639174.0
Τρόφιμα και ζωντανά ζώα,3775659372.0,8261140375.0
Χημικά προϊόντα και συναφή,2694536226.0,6149449272.0
